vegetable,week_start,wholesale_price,retail_price
BRINJALS,2009-08-31,35.0,75.11
CABBAGE,2009-08-31,30.0,71.36
CARROT,2009-08-31,50.83,80.89
LEEKS,2009-08-31,23.0,59.56
PUMPKIN,2009-08-31,10.0,41.98
SNAKE GOURD,2009-08-31,18.33,54.55
BRINJALS,2009-09-07,36.5,80.17
CABBAGE,2009-09-07,32.5,76.67
CARROT,2009-09-07,48.0,84.52
LEEKS,2009-09-07,18.5,61.67
PUMPKIN,2009-09-07,9.78,43.19
SNAKE GOURD,2009-09-07,17.9,57.72
BRINJALS,2009-09-14,33.2,78.57
CABBAGE,2009-09-14,36.33,72.74
CARROT,2009-09-14,38.75,77.14
LEEKS,2009-09-14,18.19,57.74
PUMPKIN,2009-09-14,9.69,40.71
SNAKE GOURD,2009-09-14,14.0,52.67
BRINJALS,2009-09-21,37.19,77.74
CABBAGE,2009-09-21,39.68,76.07
CARROT,2009-09-21,48.67,81.25
LEEKS,2009-09-21,21.4,62.44
PUMPKIN,2009-09-21,10.62,41.67
SNAKE GOURD,2009-09-21,20.67,55.79
BRINJALS,2009-09-28,31.58,74.77
CABBAGE,2009-09-28,39.25,80.12
CARROT,2009-09-28,52.75,83.0
LEEKS,2009-09-28,27.3,66.03
PUMPKIN,2009-09-28,10.9,42.74
SNAKE GOURD,2009-09-28,20.25,62.16
BRINJALS,2009-10-05,37.92,79.17
CABBAGE,2009-10-05,45.46,80.48
CARROT,2009-10-05,50.83,86.43
LEEKS,2009-10-05,32.92,71.07
PUMPKIN,2009-10-05,18.85,49.66
SNAKE GOURD,2009-10-05,34.09,70.49
BRINJALS,2009-10-12,37.0,76.74
CABBAGE,2009-10-12,43.33,81.02
CARROT,2009-10-12,50.5,87.79
LEEKS,2009-10-12,33.64,76.82
PUMPKIN,2009-10-12,19.7,44.27
SNAKE GOURD,2009-10-12,33.5,67.73
BRINJALS,2009-10-19,40.0,79.33
CABBAGE,2009-10-19,38.18,81.78
CARROT,2009-10-19,54.0,95.56
LEEKS,2009-10-19,25.73,74.0
PUMPKIN,2009-10-19,19.11,53.41
SNAKE GOURD,2009-10-19,32.5,72.27
BRINJALS,2009-10-26,35.0,77.56
CABBAGE,2009-10-26,34.5,76.48
CARROT,2009-10-26,58.5,102.89
LEEKS,2009-10-26,29.0,74.66
PUMPKIN,2009-10-26,24.4,54.64
SNAKE GOURD,2009-10-26,32.5,71.07
BRINJALS,2009-11-02,41.5,79.43
CABBAGE,2009-11-02,24.1,71.7
CARROT,2009-11-02,60.91,101.77
LEEKS,2009-11-02,29.0,77.44
PUMPKIN,2009-11-02,31.3,55.81
SNAKE GOURD,2009-11-02,35.0,72.73
BRINJALS,2009-11-09,42.67,82.22
CABBAGE,2009-11-09,25.67,77.5
CARROT,2009-11-09,67.67,117.33
LEEKS,2009-11-09,28.2,76.18
PUMPKIN,2009-11-09,33.13,58.22
SNAKE GOURD,2009-11-09,35.67,76.89
BRINJALS,2009-11-16,55.67,95.88
CABBAGE,2009-11-16,33.9,77.0
CARROT,2009-11-16,63.25,107.88
LEEKS,2009-11-16,31.75,77.95
PUMPKIN,2009-11-16,32.52,61.32
SNAKE GOURD,2009-11-16,47.0,79.34
BRINJALS,2009-11-23,67.5,117.21
CABBAGE,2009-11-23,47.73,87.27
CARROT,2009-11-23,78.5,117.86
LEEKS,2009-11-23,43.0,90.0
PUMPKIN,2009-11-23,36.2,64.05
SNAKE GOURD,2009-11-23,50.5,88.33
BRINJALS,2009-11-30,57.0,104.44
CABBAGE,2009-11-30,50.0,91.33
CARROT,2009-11-30,70.5,110.47
LEEKS,2009-11-30,45.0,90.67
PUMPKIN,2009-11-30,35.5,69.76
SNAKE GOURD,2009-11-30,44.0,83.64
BRINJALS,2009-12-07,60.5,98.56
CABBAGE,2009-12-07,57.0,91.93
CARROT,2009-12-07,82.0,115.22
LEEKS,2009-12-07,51.0,91.78
PUMPKIN,2009-12-07,27.8,61.93
SNAKE GOURD,2009-12-07,34.5,74.44
BRINJALS,2009-12-14,44.0,96.7
CABBAGE,2009-12-14,43.5,85.91
CARROT,2009-12-14,74.0,120.7
LEEKS,2009-12-14,44.0,81.93
PUMPKIN,2009-12-14,19.8,57.79
SNAKE GOURD,2009-12-14,23.8,69.03
BRINJALS,2009-12-21,41.0,105.56
CABBAGE,2009-12-21,36.25,89.32
CARROT,2009-12-21,80.91,134.22
LEEKS,2009-12-21,46.5,97.5
PUMPKIN,2009-12-21,17.9,59.32
SNAKE GOURD,2009-12-21,29.0,80.22
BRINJALS,2010-01-04,60.0,113.17
CABBAGE,2010-01-04,41.82,93.78
CARROT,2010-01-04,73.18,129.76
LEEKS,2010-01-04,41.82,92.38
PUMPKIN,2010-01-04,26.46,60.0
SNAKE GOURD,2010-01-04,45.91,82.0
BRINJALS,2010-01-11,65.0,117.62
CABBAGE,2010-01-11,44.09,93.56
CARROT,2010-01-11,89.0,134.88
LEEKS,2010-01-11,51.82,98.78
PUMPKIN,2010-01-11,27.2,57.5
SNAKE GOURD,2010-01-11,41.0,80.79
BRINJALS,2010-01-18,66.0,116.43
CABBAGE,2010-01-18,47.27,97.44
CARROT,2010-01-18,94.0,139.05
LEEKS,2010-01-18,51.5,101.43
PUMPKIN,2010-01-18,27.9,56.34
SNAKE GOURD,2010-01-18,40.5,79.21
BRINJALS,2010-01-25,65.91,113.33
CABBAGE,2010-01-25,44.09,90.71
CARROT,2010-01-25,82.82,131.46
LEEKS,2010-01-25,49.0,99.3
PUMPKIN,2010-01-25,21.2,60.5
SNAKE GOURD,2010-01-25,34.5,80.51
BRINJALS,2010-02-01,15.17,71.59
CABBAGE,2010-02-01,36.5,88.98
CARROT,2010-02-01,61.5,117.73
LEEKS,2010-02-01,44.55,95.34
PUMPKIN,2010-02-01,19.9,59.15
SNAKE GOURD,2010-02-01,26.0,72.27
BRINJALS,2010-02-08,18.0,64.89
CABBAGE,2010-02-08,34.0,82.95
CARROT,2010-02-08,56.82,101.59
LEEKS,2010-02-08,46.0,89.55
PUMPKIN,2010-02-08,13.9,54.43
SNAKE GOURD,2010-02-08,29.5,73.02
BRINJALS,2010-02-15,16.73,57.22
CABBAGE,2010-02-15,34.5,79.89
CARROT,2010-02-15,53.5,95.56
LEEKS,2010-02-15,41.0,79.56
PUMPKIN,2010-02-15,15.6,49.78
SNAKE GOURD,2010-02-15,25.0,65.33
BRINJALS,2010-02-22,14.2,58.98
CABBAGE,2010-02-22,31.5,77.5
CARROT,2010-02-22,50.5,96.28
LEEKS,2010-02-22,37.0,78.86
PUMPKIN,2010-02-22,13.6,52.16
SNAKE GOURD,2010-02-22,24.0,64.43
BRINJALS,2010-03-01,19.0,65.91
CABBAGE,2010-03-01,32.0,81.59
CARROT,2010-03-01,59.0,110.45
LEEKS,2010-03-01,48.0,88.41
PUMPKIN,2010-03-01,21.6,55.33
SNAKE GOURD,2010-03-01,23.5,68.09
BRINJALS,2010-03-08,26.5,74.22
CABBAGE,2010-03-08,34.0,77.78
CARROT,2010-03-08,54.0,94.55
LEEKS,2010-03-08,42.34,86.56
PUMPKIN,2010-03-08,29.0,57.44
SNAKE GOURD,2010-03-08,24.5,67.69
BRINJALS,2010-03-15,33.8,73.86
CABBAGE,2010-03-15,31.5,75.57
CARROT,2010-03-15,51.5,90.23
LEEKS,2010-03-15,44.5,84.55
PUMPKIN,2010-03-15,33.3,63.86
SNAKE GOURD,2010-03-15,18.5,61.59
BRINJALS,2010-03-22,32.5,71.14
CABBAGE,2010-03-22,27.5,74.55
CARROT,2010-03-22,48.5,88.3
LEEKS,2010-03-22,45.5,79.48
PUMPKIN,2010-03-22,32.5,64.66
SNAKE GOURD,2010-03-22,16.3,61.14
BRINJALS,2010-03-29,22.5,68.06
CABBAGE,2010-03-29,23.0,70.11
CARROT,2010-03-29,45.5,83.86
LEEKS,2010-03-29,48.5,82.91
PUMPKIN,2010-03-29,28.5,59.66
SNAKE GOURD,2010-03-29,16.8,58.52
BRINJALS,2010-04-05,13.64,56.03
CABBAGE,2010-04-05,22.0,67.56
CARROT,2010-04-05,39.5,80.24
LEEKS,2010-04-05,38.5,80.73
PUMPKIN,2010-04-05,21.44,53.25
SNAKE GOURD,2010-04-05,12.67,55.12
BRINJALS,2010-04-12,38.0,88.05
CABBAGE,2010-04-12,28.0,83.9
CARROT,2010-04-12,60.0,107.32
LEEKS,2010-04-12,54.0,102.44
PUMPKIN,2010-04-12,19.2,62.32
SNAKE GOURD,2010-04-12,22.0,70.85
BRINJALS,2010-04-19,25.5,76.74
CABBAGE,2010-04-19,23.0,74.88
CARROT,2010-04-19,46.0,88.81
LEEKS,2010-04-19,34.5,82.86
PUMPKIN,2010-04-19,21.1,58.02
SNAKE GOURD,2010-04-19,17.0,65.37
BRINJALS,2010-04-26,23.64,70.12
CABBAGE,2010-04-26,18.5,66.28
CARROT,2010-04-26,43.89,87.39
LEEKS,2010-04-26,47.0,83.41
PUMPKIN,2010-04-26,19.0,54.2
SNAKE GOURD,2010-04-26,21.9,65.36
BRINJALS,2010-05-03,36.5,80.71
CABBAGE,2010-05-03,17.55,73.38
CARROT,2010-05-03,42.0,95.61
LEEKS,2010-05-03,45.91,98.57
PUMPKIN,2010-05-03,18.6,60.0
SNAKE GOURD,2010-05-03,38.5,77.5
BRINJALS,2010-05-10,43.0,85.63
CABBAGE,2010-05-10,20.2,70.25
CARROT,2010-05-10,56.5,101.88
LEEKS,2010-05-10,58.5,101.0
PUMPKIN,2010-05-10,21.6,59.88
SNAKE GOURD,2010-05-10,42.22,82.76
BRINJALS,2010-05-17,38.63,91.47
CABBAGE,2010-05-17,28.5,80.61
CARROT,2010-05-17,75.5,123.24
LEEKS,2010-05-17,77.0,118.53
PUMPKIN,2010-05-17,20.22,57.65
SNAKE GOURD,2010-05-17,45.63,78.18
BRINJALS,2010-05-24,52.22,102.97
CABBAGE,2010-05-24,34.0,92.11
CARROT,2010-05-24,91.0,147.37
LEEKS,2010-05-24,91.0,145.68
PUMPKIN,2010-05-24,21.22,67.3
SNAKE GOURD,2010-05-24,46.11,96.32
BRINJALS,2010-05-31,41.5,101.54
CABBAGE,2010-05-31,45.91,104.23
CARROT,2010-05-31,137.0,206.67
LEEKS,2010-05-31,111.0,163.68
PUMPKIN,2010-05-31,21.9,62.69
SNAKE GOURD,2010-05-31,52.0,98.95
BRINJALS,2010-06-07,45.5,91.11
CABBAGE,2010-06-07,59.0,102.0
CARROT,2010-06-07,166.0,204.86
LEEKS,2010-06-07,108.0,149.14
PUMPKIN,2010-06-07,22.3,59.24
SNAKE GOURD,2010-06-07,44.5,84.44
BRINJALS,2010-06-14,41.5,95.38
CABBAGE,2010-06-14,60.0,111.03
CARROT,2010-06-14,177.0,243.16
LEEKS,2010-06-14,112.0,170.0
PUMPKIN,2010-06-14,26.7,63.29
SNAKE GOURD,2010-06-14,42.5,85.64
BRINJALS,2010-06-21,17.82,75.37
CABBAGE,2010-06-21,43.18,106.75
CARROT,2010-06-21,109.09,178.33
LEEKS,2010-06-21,84.55,150.73
PUMPKIN,2010-06-21,35.7,70.53
SNAKE GOURD,2010-06-21,40.0,83.17
BRINJALS,2010-06-28,13.9,63.5
CABBAGE,2010-06-28,40.91,95.24
CARROT,2010-06-28,131.0,197.5
LEEKS,2010-06-28,95.0,154.63
PUMPKIN,2010-06-28,35.6,69.52
SNAKE GOURD,2010-06-28,34.0,78.33
BRINJALS,2010-07-05,14.5,65.58
CABBAGE,2010-07-05,39.0,91.11
CARROT,2010-07-05,105.0,146.44
LEEKS,2010-07-05,100.0,138.76
PUMPKIN,2010-07-05,37.8,75.33
SNAKE GOURD,2010-07-05,32.5,81.56
BRINJALS,2010-07-12,14.0,64.17
CABBAGE,2010-07-12,36.0,95.0
CARROT,2010-07-12,73.0,123.81
LEEKS,2010-07-12,84.54,131.9
PUMPKIN,2010-07-12,42.0,75.24
SNAKE GOURD,2010-07-12,28.0,78.57
BRINJALS,2010-07-19,14.0,68.3
CABBAGE,2010-07-19,30.46,88.18
CARROT,2010-07-19,79.09,137.05
LEEKS,2010-07-19,93.0,142.5
PUMPKIN,2010-07-19,36.5,73.41
SNAKE GOURD,2010-07-19,24.5,76.15
BRINJALS,2010-07-26,15.0,67.03
CABBAGE,2010-07-26,37.0,89.19
CARROT,2010-07-26,80.0,129.19
LEEKS,2010-07-26,85.0,141.08
PUMPKIN,2010-07-26,31.7,69.05
SNAKE GOURD,2010-07-26,25.5,81.62
BRINJALS,2010-08-02,16.7,66.9
CABBAGE,2010-08-02,41.5,92.14
CARROT,2010-08-02,60.5,120.75
LEEKS,2010-08-02,82.0,131.9
PUMPKIN,2010-08-02,30.7,65.95
SNAKE GOURD,2010-08-02,24.5,76.67
BRINJALS,2010-08-09,17.5,64.52
CABBAGE,2010-08-09,44.0,91.22
CARROT,2010-08-09,52.5,101.35
LEEKS,2010-08-09,87.0,135.61
PUMPKIN,2010-08-09,30.4,63.1
SNAKE GOURD,2010-08-09,26.0,71.9
BRINJALS,2010-08-16,20.5,67.84
CABBAGE,2010-08-16,48.5,99.74
CARROT,2010-08-16,54.5,104.05
LEEKS,2010-08-16,71.5,129.47
PUMPKIN,2010-08-16,30.7,67.5
SNAKE GOURD,2010-08-16,20.5,69.74
BRINJALS,2010-08-23,16.5,65.33
CABBAGE,2010-08-23,44.0,95.25
CARROT,2010-08-23,52.73,104.0
LEEKS,2010-08-23,68.0,125.75
PUMPKIN,2010-08-23,30.9,66.76
SNAKE GOURD,2010-08-23,20.5,67.5
BRINJALS,2010-08-30,20.5,66.33
CABBAGE,2010-08-30,40.0,91.43
CARROT,2010-08-30,54.5,102.14
LEEKS,2010-08-30,81.0,126.67
PUMPKIN,2010-08-30,38.0,71.08
SNAKE GOURD,2010-08-30,26.0,70.7
BRINJALS,2010-09-06,27.5,68.2
CABBAGE,2010-09-06,43.0,93.18
CARROT,2010-09-06,48.0,91.63
LEEKS,2010-09-06,72.5,113.81
PUMPKIN,2010-09-06,37.3,68.6
SNAKE GOURD,2010-09-06,28.0,71.71
BRINJALS,2010-09-13,34.5,82.19
CABBAGE,2010-09-13,42.0,91.07
CARROT,2010-09-13,44.0,89.43
LEEKS,2010-09-13,55.0,111.67
PUMPKIN,2010-09-13,38.33,72.11
SNAKE GOURD,2010-09-13,28.5,70.0
BRINJALS,2010-09-20,38.34,81.22
CABBAGE,2010-09-20,37.92,89.02
CARROT,2010-09-20,41.25,89.75
LEEKS,2010-09-20,55.0,100.05
PUMPKIN,2010-09-20,42.5,73.33
SNAKE GOURD,2010-09-20,32.27,72.25
BRINJALS,2010-09-27,35.5,79.77
CABBAGE,2010-09-27,29.0,83.07
CARROT,2010-09-27,35.91,87.5
LEEKS,2010-09-27,55.0,100.0
PUMPKIN,2010-09-27,42.0,74.46
SNAKE GOURD,2010-09-27,34.55,71.1
BRINJALS,2010-10-04,30.91,72.05
CABBAGE,2010-10-04,24.09,80.47
CARROT,2010-10-04,35.4,82.22
LEEKS,2010-10-04,53.33,97.27
PUMPKIN,2010-10-04,36.82,71.56
SNAKE GOURD,2010-10-04,32.73,69.77
BRINJALS,2010-10-11,29.0,71.28
CABBAGE,2010-10-11,23.5,79.77
CARROT,2010-10-11,42.0,90.68
LEEKS,2010-10-11,51.5,97.12
PUMPKIN,2010-10-11,33.5,70.83
SNAKE GOURD,2010-10-11,35.0,73.33
BRINJALS,2010-10-18,42.73,80.91
CABBAGE,2010-10-18,38.18,83.72
CARROT,2010-10-18,45.45,97.61
LEEKS,2010-10-18,68.5,117.21
PUMPKIN,2010-10-18,32.82,70.68
SNAKE GOURD,2010-10-18,35.91,73.9
BRINJALS,2010-10-25,43.0,92.38
CABBAGE,2010-10-25,43.18,99.76
CARROT,2010-10-25,50.0,100.93
LEEKS,2010-10-25,71.0,121.59
PUMPKIN,2010-10-25,41.0,74.05
SNAKE GOURD,2010-10-25,42.0,87.73
BRINJALS,2010-11-01,37.0,85.0
CABBAGE,2010-11-01,34.0,89.07
CARROT,2010-11-01,48.5,96.82
LEEKS,2010-11-01,76.0,124.33
PUMPKIN,2010-11-01,40.2,73.66
SNAKE GOURD,2010-11-01,39.67,81.88
BRINJALS,2010-11-08,21.37,71.74
CABBAGE,2010-11-08,30.5,88.69
CARROT,2010-11-08,60.5,113.56
LEEKS,2010-11-08,65.46,119.33
PUMPKIN,2010-11-08,34.09,72.05
SNAKE GOURD,2010-11-08,27.5,71.82
BRINJALS,2010-11-15,17.92,69.89
CABBAGE,2010-11-15,30.45,85.58
CARROT,2010-11-15,53.64,108.67
LEEKS,2010-11-15,57.5,108.89
PUMPKIN,2010-11-15,27.27,64.42
SNAKE GOURD,2010-11-15,20.42,71.67
BRINJALS,2010-11-22,21.36,74.55
CABBAGE,2010-11-22,30.4,84.89
CARROT,2010-11-22,58.34,109.09
LEEKS,2010-11-22,49.5,102.84
PUMPKIN,2010-11-22,22.73,60.35
SNAKE GOURD,2010-11-22,28.18,72.33
BRINJALS,2010-11-29,29.58,83.67
CABBAGE,2010-11-29,25.42,83.04
CARROT,2010-11-29,55.84,107.11
LEEKS,2010-11-29,41.25,100.8
PUMPKIN,2010-11-29,23.75,66.33
SNAKE GOURD,2010-11-29,25.84,71.78
BRINJALS,2010-12-06,39.55,86.83
CABBAGE,2010-12-06,24.58,82.67
CARROT,2010-12-06,57.92,111.91
LEEKS,2010-12-06,45.91,107.27
PUMPKIN,2010-12-06,23.82,66.9
SNAKE GOURD,2010-12-06,26.0,76.74
BRINJALS,2010-12-13,61.36,109.53
CABBAGE,2010-12-13,33.64,92.95
CARROT,2010-12-13,86.67,136.28
LEEKS,2010-12-13,60.0,119.55
PUMPKIN,2010-12-13,18.42,59.53
SNAKE GOURD,2010-12-13,38.5,84.38
BRINJALS,2010-12-20,62.0,112.05
CABBAGE,2010-12-20,34.17,95.11
CARROT,2010-12-20,66.67,125.91
LEEKS,2010-12-20,58.5,118.0
PUMPKIN,2010-12-20,15.27,59.33
SNAKE GOURD,2010-12-20,48.0,87.38
BRINJALS,2010-12-27,66.67,120.67
CABBAGE,2010-12-27,36.67,90.0
CARROT,2010-12-27,66.33,117.44
LEEKS,2010-12-27,63.34,120.68
PUMPKIN,2010-12-27,12.4,58.87
SNAKE GOURD,2010-12-27,47.0,87.0
BRINJALS,2011-01-03,77.5,125.53
CABBAGE,2011-01-03,34.75,84.62
CARROT,2011-01-03,84.09,140.5
LEEKS,2011-01-03,78.18,136.67
PUMPKIN,2011-01-03,14.9,56.67
SNAKE GOURD,2011-01-03,52.0,88.13
BRINJALS,2011-01-10,58.64,107.1
CABBAGE,2011-01-10,39.55,99.25
CARROT,2011-01-10,82.5,132.7
LEEKS,2011-01-10,79.0,137.89
PUMPKIN,2011-01-10,12.82,50.13
SNAKE GOURD,2011-01-10,53.0,98.33
BRINJALS,2011-01-17,88.18,142.5
CABBAGE,2011-01-17,42.5,110.28
CARROT,2011-01-17,93.64,158.33
LEEKS,2011-01-17,85.83,152.57
PUMPKIN,2011-01-17,15.18,57.08
SNAKE GOURD,2011-01-17,75.0,136.19
BRINJALS,2011-01-24,113.64,180.81
CABBAGE,2011-01-24,64.09,124.0
CARROT,2011-01-24,132.0,193.33
LEEKS,2011-01-24,84.67,148.38
PUMPKIN,2011-01-24,26.54,60.83
SNAKE GOURD,2011-01-24,84.55,140.69
BRINJALS,2011-01-31,115.45,182.37
CABBAGE,2011-01-31,59.59,120.3
CARROT,2011-01-31,103.0,171.33
LEEKS,2011-01-31,83.18,143.79
PUMPKIN,2011-01-31,22.73,67.34
SNAKE GOURD,2011-01-31,83.33,151.33
BRINJALS,2011-02-07,118.18,179.14
CABBAGE,2011-02-07,52.27,120.81
CARROT,2011-02-07,98.33,158.89
LEEKS,2011-02-07,78.18,149.17
PUMPKIN,2011-02-07,36.6,75.14
SNAKE GOURD,2011-02-07,91.67,144.29
BRINJALS,2011-02-14,98.0,162.82
CABBAGE,2011-02-14,57.27,127.11
CARROT,2011-02-14,115.45,185.68
LEEKS,2011-02-14,82.73,153.78
PUMPKIN,2011-02-14,45.91,79.22
SNAKE GOURD,2011-02-14,88.18,150.29
BRINJALS,2011-02-21,101.0,168.53
CABBAGE,2011-02-21,70.0,140.29
CARROT,2011-02-21,136.67,197.86
LEEKS,2011-02-21,80.0,148.06
PUMPKIN,2011-02-21,61.43,101.15
SNAKE GOURD,2011-02-21,95.0,152.19
BRINJALS,2011-02-28,99.0,161.43
CABBAGE,2011-02-28,87.0,150.94
CARROT,2011-02-28,146.67,202.35
LEEKS,2011-02-28,75.46,136.58
PUMPKIN,2011-02-28,87.5,140.0
SNAKE GOURD,2011-02-28,80.0,149.14
BRINJALS,2011-03-07,89.17,143.95
CABBAGE,2011-03-07,86.33,139.63
CARROT,2011-03-07,160.91,216.75
LEEKS,2011-03-07,69.09,133.0
PUMPKIN,2011-03-07,72.5,126.67
SNAKE GOURD,2011-03-07,55.45,115.41
BRINJALS,2011-03-14,63.0,123.53
CABBAGE,2011-03-14,90.91,149.69
CARROT,2011-03-14,165.0,218.14
LEEKS,2011-03-14,71.82,133.33
PUMPKIN,2011-03-14,57.86,107.81
SNAKE GOURD,2011-03-14,50.63,112.71
BRINJALS,2011-03-21,32.0,87.35
CABBAGE,2011-03-21,77.0,140.57
CARROT,2011-03-21,150.0,211.87
LEEKS,2011-03-21,77.0,134.67
PUMPKIN,2011-03-21,51.25,91.77
SNAKE GOURD,2011-03-21,42.0,94.17
BRINJALS,2011-03-28,33.5,89.72
CABBAGE,2011-03-28,64.55,121.67
CARROT,2011-03-28,103.64,168.06
LEEKS,2011-03-28,57.27,127.63
PUMPKIN,2011-03-28,51.11,87.33
SNAKE GOURD,2011-03-28,31.5,79.12
BRINJALS,2011-04-04,35.0,90.5
CABBAGE,2011-04-04,70.0,128.46
CARROT,2011-04-04,117.78,193.16
LEEKS,2011-04-04,52.5,107.3
PUMPKIN,2011-04-04,50.0,86.28
SNAKE GOURD,2011-04-04,29.17,73.68
BRINJALS,2011-04-11,76.0,115.79
CABBAGE,2011-04-11,68.0,131.67
CARROT,2011-04-11,112.0,165.26
LEEKS,2011-04-11,47.0,102.43
PUMPKIN,2011-04-11,48.0,89.19
SNAKE GOURD,2011-04-11,31.0,79.44
BRINJALS,2011-04-18,44.0,102.33
CABBAGE,2011-04-18,78.0,146.33
CARROT,2011-04-18,104.55,155.76
LEEKS,2011-04-18,39.0,101.67
PUMPKIN,2011-04-18,34.0,75.83
SNAKE GOURD,2011-04-18,20.0,64.84
BRINJALS,2011-04-25,48.89,104.79
CABBAGE,2011-04-25,48.0,112.57
CARROT,2011-04-25,80.0,135.41
LEEKS,2011-04-25,42.0,103.94
PUMPKIN,2011-04-25,27.0,70.0
SNAKE GOURD,2011-04-25,16.5,63.06
BRINJALS,2011-05-02,40.42,88.86
CABBAGE,2011-05-02,52.73,119.71
CARROT,2011-05-02,94.17,149.71
LEEKS,2011-05-02,42.08,93.34
PUMPKIN,2011-05-02,21.37,63.29
SNAKE GOURD,2011-05-02,21.82,62.33
BRINJALS,2011-05-09,40.0,87.33
CABBAGE,2011-05-09,44.5,116.06
CARROT,2011-05-09,80.0,144.33
LEEKS,2011-05-09,29.54,84.83
PUMPKIN,2011-05-09,20.89,60.91
SNAKE GOURD,2011-05-09,25.0,74.69
BRINJALS,2011-05-16,68.37,109.27
CABBAGE,2011-05-16,43.67,114.29
CARROT,2011-05-16,99.0,155.5
LEEKS,2011-05-16,36.67,90.7
PUMPKIN,2011-05-16,17.25,65.54
SNAKE GOURD,2011-05-16,23.57,74.52
BRINJALS,2011-05-23,52.22,92.63
CABBAGE,2011-05-23,53.65,121.82
CARROT,2011-05-23,96.0,136.67
LEEKS,2011-05-23,30.5,81.97
PUMPKIN,2011-05-23,18.7,67.5
SNAKE GOURD,2011-05-23,32.0,76.57
BRINJALS,2011-05-30,25.91,85.0
CABBAGE,2011-05-30,45.0,108.29
CARROT,2011-05-30,56.0,127.8
LEEKS,2011-05-30,27.27,79.6
PUMPKIN,2011-05-30,18.6,61.37
SNAKE GOURD,2011-05-30,25.46,75.14
BRINJALS,2011-06-06,29.0,88.5
CABBAGE,2011-06-06,40.91,96.82
CARROT,2011-06-06,54.5,114.32
LEEKS,2011-06-06,30.0,80.91
PUMPKIN,2011-06-06,19.0,59.22
SNAKE GOURD,2011-06-06,23.5,73.64
BRINJALS,2011-06-13,33.0,75.58
CABBAGE,2011-06-13,35.0,89.23
CARROT,2011-06-13,55.0,96.74
LEEKS,2011-06-13,46.0,86.28
PUMPKIN,2011-06-13,17.4,55.81
SNAKE GOURD,2011-06-13,29.5,73.25
BRINJALS,2011-06-20,27.78,82.14
CABBAGE,2011-06-20,30.0,87.25
CARROT,2011-06-20,40.0,100.23
LEEKS,2011-06-20,36.93,83.64
PUMPKIN,2011-06-20,17.7,56.91
SNAKE GOURD,2011-06-20,29.0,72.86
BRINJALS,2011-06-27,25.0,76.74
CABBAGE,2011-06-27,25.5,80.65
CARROT,2011-06-27,45.0,102.35
LEEKS,2011-06-27,35.0,81.11
PUMPKIN,2011-06-27,18.0,58.07
SNAKE GOURD,2011-06-27,27.0,70.0
BRINJALS,2011-07-04,20.5,65.22
CABBAGE,2011-07-04,23.0,76.17
CARROT,2011-07-04,35.0,85.98
LEEKS,2011-07-04,27.5,74.68
PUMPKIN,2011-07-04,16.5,59.46
SNAKE GOURD,2011-07-04,23.5,71.06
BRINJALS,2011-07-11,15.5,65.33
CABBAGE,2011-07-11,23.5,70.63
CARROT,2011-07-11,33.0,78.8
LEEKS,2011-07-11,23.0,72.13
PUMPKIN,2011-07-11,16.55,53.33
SNAKE GOURD,2011-07-11,17.78,59.78
BRINJALS,2011-07-18,15.91,58.83
CABBAGE,2011-07-18,22.0,68.3
CARROT,2011-07-18,33.0,80.33
LEEKS,2011-07-18,22.68,66.81
PUMPKIN,2011-07-18,16.54,51.98
SNAKE GOURD,2011-07-18,20.5,59.02
BRINJALS,2011-07-25,12.5,53.44
CABBAGE,2011-07-25,18.0,63.04
CARROT,2011-07-25,32.5,72.98
LEEKS,2011-07-25,20.8,66.96
PUMPKIN,2011-07-25,16.7,50.54
SNAKE GOURD,2011-07-25,25.5,59.65
BRINJALS,2011-08-01,14.9,57.89
CABBAGE,2011-08-01,17.2,62.22
CARROT,2011-08-01,30.5,73.4
LEEKS,2011-08-01,15.0,58.91
PUMPKIN,2011-08-01,14.5,49.66
SNAKE GOURD,2011-08-01,22.5,60.0
BRINJALS,2011-08-08,20.8,63.59
CABBAGE,2011-08-08,18.45,62.39
CARROT,2011-08-08,39.0,84.06
LEEKS,2011-08-08,20.27,67.66
PUMPKIN,2011-08-08,15.0,52.0
SNAKE GOURD,2011-08-08,23.0,64.22
BRINJALS,2011-08-15,36.5,81.44
CABBAGE,2011-08-15,18.6,67.11
CARROT,2011-08-15,41.5,86.36
LEEKS,2011-08-15,17.8,64.65
PUMPKIN,2011-08-15,15.3,52.73
SNAKE GOURD,2011-08-15,23.0,66.19
BRINJALS,2011-08-22,37.0,82.44
CABBAGE,2011-08-22,17.7,64.89
CARROT,2011-08-22,37.0,80.89
LEEKS,2011-08-22,19.8,68.33
PUMPKIN,2011-08-22,19.5,55.36
SNAKE GOURD,2011-08-22,22.5,65.44
BRINJALS,2011-08-29,38.5,86.59
CABBAGE,2011-08-29,17.4,63.33
CARROT,2011-08-29,41.5,83.86
LEEKS,2011-08-29,16.5,67.09
PUMPKIN,2011-08-29,24.9,58.21
SNAKE GOURD,2011-08-29,22.5,66.36
BRINJALS,2011-09-05,53.0,94.03
CABBAGE,2011-09-05,17.0,62.14
CARROT,2011-09-05,57.63,94.31
LEEKS,2011-09-05,26.25,74.43
PUMPKIN,2011-09-05,25.4,62.35
SNAKE GOURD,2011-09-05,25.0,68.97
